geo_id,state,state_name,acs_variable,estimate,margin_of_error,label,concept,estimate_type,coverage_type,age_group,labor_force,employed
04,AZ,Arizona,DP03_0115P,83.9,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
04,AZ,Arizona,DP03_0116,454949,5528,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
04,AZ,Arizona,DP03_0116P,47.1,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
04,AZ,Arizona,DP03_0117,415195,5702,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
04,AZ,Arizona,DP03_0117P,43,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
04,AZ,Arizona,DP03_0118,155544,3618,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
04,AZ,Arizona,DP03_0118P,16.1,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
05,AR,Arkansas,DP03_0096,2671701,5163,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
05,AR,Arkansas,DP03_0096P,91,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
05,AR,Arkansas,DP03_0097,1805487,11226,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
05,AR,Arkansas,DP03_0097P,61.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
05,AR,Arkansas,DP03_0098,1248288,8001,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
05,AR,Arkansas,DP03_0098P,42.5,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
05,AR,Arkansas,DP03_0099,265434,5245,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
05,AR,Arkansas,DP03_0099P,9,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
05,AR,Arkansas,DP03_0101,34775,2118,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
05,AR,Arkansas,DP03_0101P,4.7,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
05,AR,Arkansas,DP03_0105,1045178,6802,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0105P,87.9,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0106,945433,6948,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0106P,79.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0107,139120,3049,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0107P,11.7,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0108,143683,3444,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0108P,12.1,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
05,AR,Arkansas,DP03_0110,44481,1634,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0110P,67.1,1.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0111,22059,1005,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0111P,33.3,1.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0112,24309,1395,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0112P,36.7,1.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0113,21815,1324,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0113P,32.9,1.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
05,AR,Arkansas,DP03_0115,402428,4976,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
05,AR,Arkansas,DP03_0115P,86.5,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
05,AR,Arkansas,DP03_0116,201869,3225,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
05,AR,Arkansas,DP03_0116P,43.4,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
05,AR,Arkansas,DP03_0117,241291,3958,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
05,AR,Arkansas,DP03_0117P,51.8,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
